,CXSMILES,Set,pIC50 (MERS-CoV Mpro),pIC50 (SARS-CoV-2 Mpro)
1112,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CC=NC=N1)C(=O)C1=CC=C(F)C=C12 |a:1,16|",Test,6.86,8.02
1113,"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=CNC=N1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",Test,5.92,7.17
1114,"COC[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC1=NC=CN1)C(=O)C1=CC=C(Cl)C=C12 |a:3,18|",Test,5.98,7.32
1115,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CCl)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.93,8.14
1116,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCC3(COC3)C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",Test,6.5,7.57
1117,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=NC=NC=N2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,7.14,7.96
1118,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CNC2=NN=CS2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,7.25,8.16
1119,"C[C@@H]1COC[C@@H](C)N1CCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O |a:1,5,12,27|",Test,6.45,7.85
1120,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCOC(C)(C)C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",Test,6.51,7.43
1121,"C[C@H]1COC[C@@H](C)N1CCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2C)C2=CC(Cl)=CC=C2C1=O |a:1,5,12,27|",Test,5.92,7.28
1122,"C[C@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)CCO1 |a:1,8,23|",Test,6.45,7.57
1123,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COC2CCC2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.94,8.18
1124,"C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)[C@H](C)CO1 |a:1,8,23,34|",Test,6.92,7.85
1125,"C[C@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)[C@@H](C)CO1 |a:1,8,23,34|",Test,6.74,7.87
1126,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CC(F)(F)C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",Test,6.67,7.95
1127,"C[C@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)C[C@H](C)O1 |a:1,8,23,35|",Test,6.57,7.61
1128,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1C[C@H]3CC[C@H](C1)O3)C(=O)C1=CC=C(Cl)C=C12 |a:1,16,&1:23,&2:26|",Test,6.47,7.66
1129,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1C[C@@H]3COC[C@@H]3C1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16,23,27|",Test,6.65,7.79
1130,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1C[C@H]3C[C@@H]1CO3)C(=O)C1=CC=C(Cl)C=C12 |a:1,16,23,25|",Test,6.71,7.89
1131,"C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)CCO1 |a:1,8,23|",Test,6.72,7.64
1132,"C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)C[C@@H](C)O1 |a:1,8,23,35|",Test,6.41,7.52
1133,"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2CC2)C2=CC(Cl)=CC=C2C1=O |a:6,21|",Test,6.05,7.94
1134,"CNCCN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2CS(=O)(=O)N(C)C)C2=CC(Cl)=CC=C2C1=O |a:6,21|",Test,4.75,7.12
1135,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(C1CCNCC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",Test,6.33,7.62
1136,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1COC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=CC=NC=N1 |a:9,31|",Test,7.04,7.59
1137,"CC1=NN=C(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=CC=NC=N3)C3=CC(Cl)=CC=C3C2=O)O1 |a:8,23|",Test,6.77,7.54
1138,C=CC(=O)N1CCCC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C21,Test,6.16,7.74
1139,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2N)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.69,7.29
1140,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=CC=NN=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=CC=NC=N1 |a:9,33|",Test,7.29,8.02
1141,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2COCC2CC2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.86,7.88
1142,"C[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CCN1CCC1)C(=O)C1=CC=C(Cl)C=C12 |a:1,16|",Test,6.03,7.4
1143,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NC(C)C)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.18,6.71
1144,"C[C@H]1CN(CCN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3C)C3=CC(Cl)=CC=C3C2=O)C[C@@H](C)O1 |a:1,8,23,35|",Test,6.49,7.57
1145,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NC)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.97,8.07
1146,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NS(C)(=O)=O)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,4.75,6.26
1147,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NCC2CC2)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,5.89,8.65
1148,"COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C |a:5,10,16,24,o1:20|",Test,4.37,4.35
1149,"COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C |a:5,10,16,24,o1:20|",Test,7.18,8.68
1150,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NN=CO1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=NC=N1 |a:9,32|",Test,6.81,7.3
1151,"CCO[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)C1=CC=C(Cl)C=C12 |&1:3,18|",Test,5.57,7.37
1152,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=CC=NN=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1 |a:9,33|",Test,7.6,8.62
1153,"CNC(=O)CN1C[C@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@H]2OCC2CC2)C2=CC(Cl)=CC=C2C1=O |&1:7,22|",Test,5.48,8.28
1154,"COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C |a:5,10,16,20,24|",Test,7.16,8.64
1155,"CNC(=O)CN1C[C@@]2(C(=O)N(C3=CN=CC4=CC=CC=C34)C[C@@H]2NC(C)=O)C2=CC(Cl)=CC=C2C1=O |a:7,22|",Test,4.26,5.88
1156,"CCS(=O)(=O)N[C@H]1CN(C2=CN=CC3=CC=CC=C23)C(=O)[C@@]12CN(CC(=O)NC)C(=O)C1=CC=C(Cl)C=C12 |a:6,21|",Test,4.28,6.87
1157,CC1=NN=C(SC2=CC(C3=CC=CC=C3)=NC3=NC=NN23)N1C,Test,5.56,5.2
1158,CC1=NC2=NC=NN2C(SC2=NN=C(C3=CC=C(Cl)C=C3)N2C)=C1,Test,4.99,
1159,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1CNC1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NC=CS1 |a:9,31|",Test,7.0,8.09
1160,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CC=CN=C2)C=C1,Test,4.51,4.99
1161,C[C@H]1COCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,Test,4.3,
1162,C[C@H]1CCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.72,
1163,O=C(CC1=CN=CC2=CC=CC=C12)N1CCOCC1,Test,4.26,
1164,C[C@H]1COCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.32,
1165,C[C@H]1CCCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.64,4.9
1166,C[C@H]1CCCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,Test,4.03,4.87
1167,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C1)N=CN2,Test,4.36,4.83
1168,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)C1,Test,5.21,6.27
1169,C[C@H]1COCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.3,
1170,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1 |&1:1|,Test,5.13,5.7
1171,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCCC1,Test,4.51,4.74
1172,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC(C)=C2)C=C1,Test,5.11,5.78
1173,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2C=CNC2=C1,Test,5.63,6.23
1174,C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,Test,3.99,4.63
1175,C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.42,4.37
1176,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1 |&1:1|,Test,4.24,4.09
1177,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC1,Test,4.22,
1178,O=C(CC1=CN=CC2=CC=CC=C12)N1CCN2N=CC=C2C1,Test,4.28,4.16
1179,CC1=NC2=CC=C(N(CC3=CC=CC(Cl)=C3)C(=O)CC3=CN=CC4=CC=CC=C34)C=C2N1,Test,5.92,6.47
1180,C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:1|,Test,4.65,5.12
1181,C[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:1|,Test,5.52,6.51
1182,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(Cl)C=CC=C2C1,Test,4.49,6.39
1183,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:1|,Test,4.09,4.44
1184,C[C@H]1CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.24,
1185,COC1=CC=C(N(CC2=CC=CC(Cl)=C2)C(=O)CC2=CN=CC=C2C)C=C1,Test,4.79,5.44
1186,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCN2N=CC=C2C1,Test,4.32,4.11
1187,CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:2|,Test,5.8,6.87
1188,CC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:2|,Test,4.64,5.18
1189,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC1,Test,4.3,
1190,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCOCC1,Test,4.3,
1191,CC1=NC2=C(CCN(C(=O)CC3=CN=CC4=CC=CC=C34)C2)N1C,Test,4.26,4.4
1192,CN1C=NC2=C1CCN(C(=O)CC1=CN=CC3=CC=CC=C13)C2,Test,3.91,5.01
1193,CC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.51,5.73
1194,CC1CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1,Test,4.41,
1195,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCCC1,Test,4.11,4.22
1196,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CCO1 |&1:1|,Test,3.75,4.35
1197,C[C@H]1CN(C(=O)CC2=CN=CC3=CC=CC=C23)CCCO1 |&1:1|,Test,4.23,
1198,C[C@H]1CCOCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1|,Test,4.33,
1199,O=C(CC1=CN=CC2=CC=CC=C12)N(CC1=CC=CC(Cl)=C1)C1=CC=C2N=CNC2=C1,Test,5.64,6.21
1200,CC(C)CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.36,6.47
1201,CC(F)(F)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,4.58,6.23
1202,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)F)CC1,Test,5.09,5.92
1203,"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CS3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",Test,7.4,8.6
1204,CC(C)C1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.56,6.33
1205,"C[C@H]1C[C@@H](C)N(C(=O)CC2=CN=CC3=CC=CC=C23)[C@@H](C)C1 |a:1,3,19|",Test,5.49,5.87
1206,"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C)O3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",Test,6.89,7.75
1207,CCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.44,6.04
1208,"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=CO3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",Test,7.4,8.64
1209,CC1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.14,5.66
1210,"C[C@@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)[C@H](C)C1 |a:1,18|",Test,5.57,5.68
1211,"CC1=NC=CC(CN2C[C@@]3(C(=O)N(C4=CN=CC5=CC=CC=C45)C[C@@H]3CNC3=NN=C(C(F)(F)F)O3)C3=CC(Cl)=CC=C3C2=O)=N1 |a:9,24|",Test,6.96,7.89
1212,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC(C(F)(F)F)CC1,Test,5.37,6.55
1213,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=CS1 |a:9,32|",Test,6.73,8.24
1214,"O=C1C2=CC=C(Cl)C=C2[C@@]2(CN1CC1=NNC=C1)C(=O)N(C1=CN=CC3=CC=CC=C13)C[C@@H]2CNC1=NN=C(C(F)(F)F)O1 |a:9,32|",Test,6.69,7.67
1215,COCC1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,3.87,4.89
1216,CC(C)C1(F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.56,6.21
1217,CC1=CN=CC(CC(=O)N2CCC3=C(C=CS3)C2)=C1,Test,4.07,5.3
1218,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C1)N=CS2,Test,4.63,5.92
1219,CC(C)C1(C)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,4.85,6.13
1220,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)C12CCC2,Test,5.63,7.14
1221,CC1(CC(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,4.48,5.81
1222,"CC(C)CNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:24,30|",Test,5.47,5.35
1223,CC(C)CC1(C(F)(F)F)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,5.46,7.06
1224,"CC(C)NS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:23,29|",Test,4.91,5.51
1225,CNC(=O)C[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,Test,4.21,
1226,COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,Test,4.8,5.42
1227,COC[C@H]1C2=C(CCN1C(=O)CC1=CN=CC3=CC=CC=C13)SC=C2 |o1:3|,Test,5.5,6.58
1228,"CCNS(=O)(=O)OCC(=O)N1CCN(CC2=CC=CC(Cl)=C2)[C@H]2CS(=O)(=O)C[C@H]21 |&1:22,28|",Test,4.21,6.67
1229,"O=C(CC1=CN=CC2=CC=CC=C12)N1CC[C@@H]2CCCC[C@@H]2C1 |a:16,21|",Test,5.21,5.82
1230,O=C(O)C[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,Test,8.8,
1231,NC(=O)O[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,Test,4.28,
1232,COC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,Test,4.28,
1233,O=C(O)C[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:4|,Test,3.42,
1234,CN(C)C(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:5|,Test,4.21,4.55
1235,COC(=O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,Test,4.32,4.49
1236,CNC(=O)C[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:5|,Test,4.35,4.34
1237,CN(C)C(=O)CN(CC1=CC=CC(Cl)=C1)C(=O)CC1=CN=CC2=CC=CC=C12,Test,4.73,5.21
1238,CNC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:4|,Test,4.34,
1239,CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.27,5.68
1240,CC(C)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.94,4.58
1241,C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |o1:1|,Test,4.2,
1242,C[C@H](C(=O)N1CCC2=C(C=CS2)C1)C1=CN=CC2=CC=CC=C12 |o1:1|,Test,9.0,
1243,C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,Test,4.27,4.37
1244,C[C@H]1C2=CC=CN=C2CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:1|,Test,4.28,4.19
1245,"C[C@H]1C[C@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",Test,4.91,6.2
1246,C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.06,4.64
1247,C=CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.35,5.33
1248,CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,Test,4.41,5.28
1249,CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:2|,Test,3.8,4.34
1250,O=C(O)C[C@@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |a:4|,Test,4.25,
1251,NC(=O)[C@@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,Test,4.22,
1252,CC(C)(O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:4|,Test,4.26,4.55
1253,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |o1:21|,Test,5.2,5.65
1254,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC2=C(C=CS2)[C@H]1C1=CC=CC=C1 |o1:21|,Test,5.59,7.01
1255,CC(C)C1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:7|,Test,5.59,4.82
1256,COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:3|,Test,3.98,4.09
1257,COC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:3|,Test,4.54,4.44
1258,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CF)C1 |o1:17|,Test,3.84,4.53
1259,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CF)C1 |o1:17|,Test,4.46,
1260,CCC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:6|,Test,4.5,4.54
1261,COCC1(CC2CC2)CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC1,Test,4.31,4.92
1262,CC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1C |&1:6|,Test,5.82,5.36
1263,COC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.26,4.14
1264,COC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:3|,Test,4.27,
1265,COCC1=CC=CC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:8|,Test,5.07,5.06
1266,C#CC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1 |&1:6|,Test,5.66,4.85
1267,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=CC=C1F |&1:18|,Test,5.17,5.19
1268,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1 |o1:17|,Test,4.06,5.16
1269,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](CCF)C1 |o1:17|,Test,4.63,4.36
1270,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C=C1F |&1:18|,Test,5.0,5.26
1271,CC1=NOC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:5|,Test,4.35,4.49
1272,COC1=CC=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,Test,5.05,4.98
1273,CN1C=NC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,Test,4.44,4.11
1274,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NN=CN1 |&1:18|,Test,4.07,
1275,CN1C=CC=C1[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:6|,Test,4.73,5.1
1276,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC=CS1 |&1:18|,Test,4.31,4.55
1277,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC(Cl)=CC=C1F |&1:18|,Test,5.01,6.3
1278,CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:5|,Test,4.7,4.94
1279,CC(C)CC[C@H]1CCCCN1C(=O)CC1=CN=CC2=CC=CC=C12 |o1:5|,Test,5.04,5.31
1280,"C[C@H]1C[C@H](C)CN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:1,3|",Test,4.95,4.28
1281,CC(C)[C@]1(O)CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |&1:3|,Test,4.37,4.31
1282,COC1=CC=C([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)C=C1F |&1:6|,Test,5.57,4.85
1283,COC1=CC=CC=C1[C@H]1CC(C)(C)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:8|,Test,6.31,6.46
1284,"C[C@H]1C[C@@H](C(C)(F)F)CCN1C(=O)CC1=CN=CC2=CC=CC=C12 |&1:1,3|",Test,5.14,5.9
1285,CC(C)(O)[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |o1:4|,Test,4.25,
1286,C[C@H]1CCN(C(=O)CC2=CN=CC3=CC=CC=C23)CC2=C1SC=C2 |&1:1|,Test,5.27,5.9
1287,N#CC[C@H]1CCCN(C(=O)CC2=CN=CC3=CC=CC=C23)C1 |a:3|,Test,4.47,4.83
1288,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1CCC1 |&1:18|,Test,4.41,4.76
1289,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=C(F)C=CC=C1F |&1:18|,Test,5.17,6.02
1290,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=NC2=CC=CC=C2O1 |&1:18|,Test,4.69,4.58
1291,O=C(CC1=CN=CC2=CC=CC=C12)N1CCCC[C@H]1C1=CC=C(F)C(Cl)=C1 |&1:18|,Test,5.23,5.58
1292,CC1=NNC([C@H]2CCCCN2C(=O)CC2=CN=CC3=CC=CC=C23)=C1 |&1:5|,Test,4.92,4.41
1293,O=C(CC1=CN=CC2=CC=CC=C12)N1CCC[C@H](C2CCCC2)C1 |o1:17|,Test,4.56,4.85
